file,nit_cliente,cliente,fecha_file,tipo,operativo,comercial,fch__primera__fact__prov,unnamed:_8,fecha_arribo,fecha_zarpe,envio_facturar,fecha_de_factura,fecha_envio_cierre,fecha_cierre,estado
24IM122318          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-03 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-04,,2024-12-21 00:00:00,2024-12-14 12:00:00,2024-12-18 02:40:56,2024-12-23 12:42:44,2025-04-24 10:01:54,2025-04-25,Cerrado
24IM122317          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2024-12-03 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-04,,2024-12-21 00:00:00,2024-12-14 12:00:00,2024-12-17 04:30:46,2024-12-20 11:19:12,2025-04-24 09:59:00,2025-04-30,Cerrado
24IA122323          ,860511704                     ,IMPORTADORA SUR ALPINE S.A.,2024-12-03 12:00:00.000,A,DAYANA PEÑA         ,LAURA CAMILA PARRA MEDINA,2024-12-26,,1900-01-02 12:00:00,2024-12-12 12:00:00,2024-12-12 10:26:32,2024-12-13 03:29:11,2025-04-24 09:56:37,2025-04-25,Cerrado
24IM122321          ,900274800                     ,MUNDIPLAS SAS,2024-12-03 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-01-09,,2025-01-13 00:00:00,2024-12-05 12:00:00,2025-01-07 10:15:46,2025-02-10 09:35:36,2025-03-11 07:53:25,2025-03-31,Cerrado
24IM122324          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2024-12-03 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-01-08,,2025-01-06 00:00:00,2024-12-26 12:00:00,2025-01-01 10:14:24,2025-01-03 02:39:37,2025-04-24 10:04:35,2025-04-25,Cerrado
24IM122325          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-03 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-01-08,,2025-01-06 00:00:00,2024-12-26 12:00:00,2025-01-01 10:07:01,2025-01-03 03:30:44,2025-01-23 06:46:18,2025-04-21,Cerrado
24IM122325          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-03 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2025-01-08,,2025-01-06 00:00:00,2024-12-26 12:00:00,2025-01-01 10:07:01,2025-01-03 03:30:44,2025-01-23 06:46:18,2025-04-21,Cerrado
24IM122319          ,800161925                     ,CACHARRERIA LOS MARINILLOS S.A.S,2024-12-03 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-01-09,,2025-01-13 00:00:00,2024-12-05 12:00:00,2025-01-07 10:16:28,2025-02-10 09:26:04,2025-03-11 07:50:53,2025-03-31,Cerrado
24IM122326          ,830041488                     ,ALFA TRADING S.A.S.,2024-12-03 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2024-12-27,,2025-01-17 00:00:00,2024-12-22 12:00:00,2025-01-13 05:26:16,2025-01-14 11:49:03,2025-03-18 03:35:15,2025-04-21,Cerrado
24IM122320          ,900969747                     ,COMERCIALIZADORA LLANTOTAS SAS,2024-12-03 12:07:27.000,M,No especificado,JESSICA CUBILLOS,2025-01-03,,1900-01-02 12:00:00,2024-11-07 12:00:00,2025-04-24 10:09:16,2024-12-09 12:43:52,2025-04-24 10:09:16,2025-04-25,Cerrado
24IM122327          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-04 00:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-17,,2024-12-21 00:00:00,2024-12-14 12:00:00,1900-01-01 12:00:00,2024-12-20 03:25:11,2024-12-19 08:41:40,2025-01-31,Cerrado
24IM122327          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-04 00:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-17,,2024-12-21 00:00:00,2024-12-14 12:00:00,1900-01-01 12:00:00,2024-12-20 03:25:11,2024-12-19 08:41:40,2025-01-31,Cerrado
24IM122336          ,900221372                     ,SONEN INTERNACIONAL SAS,2024-12-04 12:00:00.000,M,No especificado,SHANE HUERTAS,2024-12-05,,1900-01-02 12:00:00,2024-11-13 12:00:00,2024-12-05 04:22:40,2024-12-10 10:57:30,2025-01-08 04:27:08,2025-01-31,Cerrado
24IM122334          ,860005050                     ,MEXICHEM COLOMBIA S A S,2024-12-04 12:00:00.000,M,DAYANA PEÑA         ,DIANA MARCELA RAMOS,2025-01-07,,2025-02-05 00:00:00,2025-01-03 12:00:00,2025-03-18 03:51:59,2025-02-05 11:42:01,2025-03-18 03:51:59,2025-04-21,Cerrado
24IM122332          ,830041488                     ,ALFA TRADING S.A.S.,2024-12-04 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2024-12-20,,2025-02-11 00:00:00,2024-12-16 12:00:00,1900-01-01 12:00:00,2025-02-26 02:49:07,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
24IM122337          ,900221372                     ,SONEN INTERNACIONAL SAS,2024-12-04 12:00:00.000,M,No especificado,SHANE HUERTAS,2024-12-05,,1900-01-02 12:00:00,2024-11-13 12:00:00,2024-12-05 04:29:42,2024-12-10 11:00:58,2025-01-08 04:27:35,2025-02-28,Cerrado
24IS122333          ,860054090                     ,INDUSTRIA NACIONAL DE ACRILICOS - INACRIL S A S,2024-12-04 12:00:00.000,S,No especificado,ULS BOGOTA,2024-12-09,,2024-12-19 00:00:00,2024-11-22 12:00:00,2024-12-09 04:14:53,2025-01-22 12:18:53,2025-02-11 03:49:49,2025-02-28,Cerrado
24IS122335          ,811012912                     ,METAL ACRILATO S.A.,2024-12-04 12:00:00.000,S,ALEXANDER CARO      ,ULS BOGOTA,2025-01-03,,2025-01-04 00:00:00,2024-11-23 12:00:00,2024-12-27 05:56:54,2025-01-02 04:44:47,2025-01-22 09:59:28,2025-01-31,Cerrado
24IM122330          ,900586414                     ,PROTONER COLOMBIA SAS                                       ,2024-12-04 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2024-12-18,,2025-02-05 00:00:00,2024-12-13 12:00:00,2025-01-27 03:12:19,2025-02-27 10:58:00,2025-03-12 12:08:41,2025-04-21,Cerrado
24IA122328          ,890904603                     ,FABRICA DE CALZADO 70 S.A.S.,2024-12-04 12:00:00.000,A,DAYANA PEÑA         ,ULS BOGOTA,2024-12-18,,1900-01-02 12:00:00,2024-12-13 12:00:00,2024-12-13 08:11:52,2025-01-08 02:07:32,2025-02-18 02:20:42,2025-03-10,Cerrado
24IA122328          ,890904603                     ,FABRICA DE CALZADO 70 S.A.S.,2024-12-04 12:00:00.000,A,DAYANA PEÑA         ,ULS BOGOTA,2024-12-18,,1900-01-02 12:00:00,2024-12-13 12:00:00,2024-12-13 08:11:52,2025-01-08 02:07:32,2025-02-18 02:20:42,2025-03-10,Cerrado
24IM122331          ,830057739                     ,STRONG MACHINE S.A.S,2024-12-04 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2025-01-14,,2025-01-11 00:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,2025-02-19 03:27:07,2025-03-18 03:59:10,2025-04-24,Cerrado
24IA122329          ,444444275                     ,CTS INTERNATIONAL LOGISTICS CORPORATION LIMITED NANJING BRAN,2024-12-04 12:00:00.000,A,No especificado,No especificado,2024-12-06,,1900-01-02 12:00:00,2024-11-28 12:00:00,2024-12-04 02:16:10,2025-01-16 10:17:15,2025-01-20 09:06:19,2025-01-31,Cerrado
24OS122345          ,444444231                     ,SUPREME INTERNATIONAL LOGISTICS PTE LTD,2024-12-05 03:11:35.000,S,No especificado,No especificado,2024-12-11,,1900-01-02 12:00:00,2024-12-15 12:00:00,2025-01-09 11:11:08,2025-01-09 11:58:55,2025-02-11 03:59:37,2025-04-21,Cerrado
24IA122351          ,830054002                     ,NACIONAL DE ELECTRICOS H. H. LTDA.,2024-12-05 05:03:14.000,A,LEIDY CAMPOS        ,RUBY SALGADO,2024-12-18,,1900-01-02 12:00:00,2024-12-10 12:00:00,2024-12-19 11:02:44,2024-12-23 05:23:21,2024-12-26 03:02:15,2025-03-10,Cerrado
24OA122338          ,860007538                     ,FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,2024-12-05 07:44:30.000,A,KAREN CASTRO        ,ULS BOGOTA,2024-12-23,,1900-01-02 12:00:00,2024-12-22 12:00:00,2025-01-16 01:11:10,2025-01-28 08:12:22,2025-04-24 09:04:48,2025-05-06,Cerrado
24OM122339          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2024-12-05 07:46:29.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-01-10,,1900-01-02 12:00:00,1900-01-27 12:00:00,1900-01-01 12:00:00,2025-01-13 12:51:02,2025-04-24 09:01:26,2025-04-25,Cerrado
24IA122340          ,900784054                     ,KEY PORT S.A.S.,2024-12-05 08:50:42.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-12-09,,1900-01-02 12:00:00,2024-12-06 12:00:00,2024-12-10 11:23:40,2024-12-18 10:51:21,2025-01-16 07:30:33,2025-01-31,Cerrado
24IA122341          ,860533915                     ,INNOVATE NUTRITION SAS,2024-12-05 10:21:16.000,A,LEIDY CAMPOS        ,RUBY SALGADO,2024-12-06,,1900-01-02 12:00:00,2024-12-06 12:00:00,2024-12-06 07:38:23,2024-12-12 10:25:31,2025-01-16 07:38:08,2025-01-31,Cerrado
24IM122352          ,800128680                     ,REENCAFE S.A.S.,2024-12-05 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-02-13,,1900-01-02 12:00:00,2024-12-11 12:00:00,1900-01-01 12:00:00,2025-02-17 10:00:47,2025-03-11 05:13:02,2025-04-21,Cerrado
24IM122346          ,806003144                     ,TODOMAR CHL SAS,2024-12-05 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-10,,2024-12-21 00:00:00,2024-12-14 12:00:00,2024-12-17 08:47:54,2024-12-18 11:54:44,2025-01-23 06:08:21,2025-02-28,Cerrado
24IM122346          ,806003144                     ,TODOMAR CHL SAS,2024-12-05 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-10,,2024-12-21 00:00:00,2024-12-14 12:00:00,2024-12-17 08:47:54,2024-12-18 11:54:44,2025-01-23 06:08:21,2025-02-28,Cerrado
24IM122342          ,830041488                     ,ALFA TRADING S.A.S.,2024-12-05 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2025-01-07,,2025-02-04 00:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,2025-02-19 02:50:19,2025-05-07 09:21:49,2025-05-07,Cerrado
24IM122350          ,800128680                     ,REENCAFE S.A.S.,2024-12-05 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-02-10,,2025-02-14 00:00:00,2024-12-05 12:00:00,1900-01-01 12:00:00,2025-02-07 03:29:48,2025-03-11 07:48:18,2025-04-21,Cerrado
24OM122353          ,890900118                     ,CRISTALERIA PELDAR S.A.,2024-12-05 12:00:00.000,M,No especificado,ULS BOGOTA,2024-12-06,,1900-01-02 12:00:00,2024-12-15 12:00:00,2024-12-13 08:48:28,2024-12-23 04:57:12,2025-01-07 04:14:11,2025-01-31,Cerrado
24OM122353          ,890900118                     ,CRISTALERIA PELDAR S.A.,2024-12-05 12:00:00.000,M,No especificado,No especificado,2024-12-06,,1900-01-02 12:00:00,2024-12-15 12:00:00,2024-12-13 08:48:28,2024-12-23 04:57:12,2025-01-07 04:14:11,2025-01-31,Cerrado
24IM122355          ,800128680                     ,REENCAFE S.A.S.,2024-12-05 12:00:00.000,M,DAYANA PEÑA         ,ULS BOGOTA,2025-01-27,,1900-01-02 12:00:00,2024-12-05 12:00:00,2025-01-28 09:16:09,2025-02-03 03:33:23,2025-02-24 06:35:01,2025-02-28,Cerrado
24IM122344          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2024-12-05 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-30,,2025-01-11 00:00:00,2024-12-28 12:00:00,2025-02-20 06:46:12,2025-01-20 08:11:42,2025-02-20 06:46:12,2025-02-28,Cerrado
24IT122356          ,901329757                     ,VV TECHNOLOGY SAS,2024-12-05 12:00:00.000,T,No especificado,KARLA PATINO,2024-12-06,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-01-23 03:54:28,2025-02-07 02:44:40,2025-03-04 12:17:36,2025-02-28,Cerrado
24IM122354          ,800128680                     ,REENCAFE S.A.S.,2024-12-05 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-03-09,,2025-03-07 00:00:00,2024-12-14 12:00:00,2025-02-28 10:59:16,2025-03-03 12:45:47,2025-03-27 03:00:18,2025-04-21,Cerrado
24OM122348          ,890800718                     ,CASA LUKER S. A,2024-12-05 12:00:00.000,M,No especificado,ULS BOGOTA,2024-12-13,,1900-01-02 12:00:00,2024-12-11 12:00:00,2024-12-06 08:16:50,2024-12-13 11:25:43,2025-01-15 09:35:25,2025-01-31,Cerrado
24IM122343          ,901040292                     ,COMERCIALIZADORA SOJA SAS,2024-12-05 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2024-12-16,,2025-01-04 00:00:00,2024-11-17 12:00:00,2024-12-09 01:47:37,2025-01-22 07:46:41,2025-03-11 07:53:50,2025-04-21,Cerrado
24OM122366          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-12-06 01:21:38.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2024-12-30,,1900-01-02 12:00:00,2024-12-23 12:00:00,1900-01-01 12:00:00,2024-12-30 01:04:10,2025-04-24 07:55:10,2025-04-25,Cerrado
24OF122373          ,444444179                     ,NRS OCEAN LOGISTICS LTD                                                                             ,2024-12-06 03:18:21.000,F,No especificado,No especificado,2024-12-06,,1900-01-02 12:00:00,2024-11-26 12:00:00,2024-12-06 03:23:54,2024-12-17 12:52:11,2025-01-09 11:23:06,2025-04-21,Cerrado
24OF122373          ,444444179                     ,NRS OCEAN LOGISTICS LTD                                                                             ,2024-12-06 03:18:21.000,F,No especificado,No especificado,2024-12-06,,1900-01-02 12:00:00,2024-11-26 12:00:00,2024-12-06 03:23:54,2024-12-17 12:52:11,2025-01-09 11:23:06,2025-04-21,Cerrado
24OM122359          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2024-12-06 11:16:35.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2025-01-13,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-03-06 02:14:23,2025-03-19 11:49:37,2025-04-26 10:27:12,2025-04-30,Cerrado
24OM122362          ,900340642                     ,PRODUCTOS DE ASEO 1A LTDA,2024-12-06 11:37:12.000,M,JOHANA DUSAN        ,RUBY SALGADO,2024-12-11,,1900-01-02 12:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,2025-03-10 03:28:13,2025-03-12 12:19:04,2025-04-21,Cerrado
24OM122362          ,900340642                     ,PRODUCTOS DE ASEO 1A LTDA,2024-12-06 11:37:12.000,M,JOHANA DUSAN        ,RUBY SALGADO,2024-12-11,,1900-01-02 12:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,2025-03-10 03:28:13,2025-03-12 12:19:04,2025-05-26,Cerrado
24OM122365          ,900340642                     ,PRODUCTOS DE ASEO 1A LTDA,2024-12-06 11:51:25.000,M,JOHANA DUSAN        ,RUBY SALGADO,2024-12-11,,1900-01-02 12:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,2025-01-17 05:45:21,2025-05-26 04:48:34,,Aprobado para Cierre
24IM122367          ,800128680                     ,REENCAFE S.A.S.,2024-12-06 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-02-10,,2025-02-14 00:00:00,2024-12-14 12:00:00,1900-01-01 12:00:00,2025-02-07 03:27:02,2025-03-11 07:49:07,2025-04-21,Cerrado
24OM122360          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2024-12-06 12:00:00.000,M,KAREN CASTRO        ,KARLA PATINO,2024-12-17,,1900-01-02 12:00:00,2024-12-18 12:00:00,2025-01-30 06:29:08,2024-12-23 05:16:10,2025-01-30 06:29:08,2025-01-31,Cerrado
24OM122361          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-12-06 12:00:00.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2024-12-26,,1900-01-02 12:00:00,2024-12-16 12:00:00,1900-01-01 12:00:00,2024-12-30 11:42:56,2025-04-24 09:41:22,2025-04-25,Cerrado
24IM122376          ,890900076                     ,CINE COLOMBIA S.A.S.,2024-12-06 12:00:00.000,M,DAYANA PEÑA         ,DIANA MARCELA RAMOS,2025-01-16,,2025-01-19 00:00:00,2025-01-17 12:00:00,2025-02-20 06:47:29,2025-01-22 11:50:46,2025-02-20 06:47:29,2025-02-28,Cerrado
24IM122378          ,890903310                     ,ANHIDRIDOS Y DERIVADOS DE COLOMBIA S.A.S,2024-12-06 12:00:00.000,M,DAYANA PEÑA         ,ULS BOGOTA,2024-12-12,,1900-01-02 12:00:00,2024-12-24 12:00:00,2024-12-26 11:52:01,2024-12-26 03:57:37,2025-01-23 06:42:42,2025-02-28,Cerrado
24IM122368          ,901792019                     ,F Y M COMERCIO GLOBAL S.A.S.,2024-12-06 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2024-12-09,,2024-12-17 00:00:00,2024-11-14 12:00:00,2024-12-09 02:00:41,2025-02-13 03:10:42,2025-03-11 05:21:05,,Aprobado para Cierre
24OM122364          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-12-06 12:00:00.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2024-12-26,,1900-01-02 12:00:00,2024-12-16 12:00:00,1900-01-01 12:00:00,2024-12-30 11:40:04,2025-04-24 09:46:52,2025-04-25,Cerrado
24IM122377          ,506932292                     ,CENTRAL OCEANS ANTWERP BVBA,2024-12-06 12:00:00.000,M,No especificado,LAURA HERRERA,2024-12-18,,2024-12-10 12:00:00,2024-11-15 12:00:00,2024-12-11 11:44:55,2025-01-07 04:36:23,2025-01-15 09:59:28,2025-02-28,Cerrado
24IS122374          ,890904138                     ,AMTEX S.A.,2024-12-06 12:00:00.000,S,No especificado,SINDI SANCHEZ,2024-12-20,,2024-12-25 00:00:00,2024-11-29 12:00:00,2024-12-11 03:50:07,2024-12-20 08:36:35,2025-04-23 03:34:17,2025-04-24,Cerrado
24IM122375          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2024-12-06 12:00:00.000,M,No especificado,MAIRA LORA,2025-02-12,,1900-01-02 12:00:00,2025-01-28 12:00:00,2025-02-10 11:59:16,2025-02-12 09:46:30,2025-04-21 07:03:00,2025-04-24,Cerrado
24OM122358          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-12-06 12:00:00.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2024-12-11,,1900-01-02 12:00:00,2024-12-09 12:00:00,2024-12-26 10:28:48,2024-12-30 11:34:31,2025-04-24 09:34:29,2025-04-25,Cerrado
24IS122371          ,890903310                     ,ANHIDRIDOS Y DERIVADOS DE COLOMBIA S.A.S,2024-12-06 12:00:00.000,S,No especificado,ULS BOGOTA,2024-12-10,,2024-12-27 00:00:00,2024-11-30 12:00:00,2024-12-11 03:59:09,2024-12-20 03:39:51,2025-01-22 09:57:41,2025-02-28,Cerrado
24IM122372          ,890900076                     ,CINE COLOMBIA S.A.S.,2024-12-06 12:00:00.000,M,DAYANA PEÑA         ,DIANA MARCELA RAMOS,2025-01-21,,2025-02-01 12:00:00,2025-01-09 12:00:00,2025-02-06 09:28:15,2025-02-10 02:27:01,2025-04-24 10:12:47,2025-04-25,Cerrado
24IS122369          ,890904138                     ,AMTEX S.A.,2024-12-06 12:00:00.000,S,No especificado,SINDI SANCHEZ,2024-12-20,,2024-12-25 00:00:00,2024-11-29 12:00:00,2024-12-11 03:36:23,2024-12-20 08:43:15,2025-02-11 03:56:03,2025-02-28,Cerrado
24OM122363          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-12-06 12:00:00.000,M,LAURA CATALINA GOMEZ,KARLA PATINO,2024-12-26,,1900-01-02 12:00:00,2024-12-16 12:00:00,1900-01-01 12:00:00,2024-12-30 11:36:55,2025-03-20 06:09:57,2025-04-21,Cerrado
24OM122386          ,900919455                     ,CONSTRUTEC MPM ARQUITECTURA S A S,2024-12-09 12:00:00.000,M,KAREN CASTRO        ,JOHANA PAOLA ROMERO PEÑA,2024-12-30,,1900-01-02 12:00:00,2024-12-28 12:00:00,1900-01-01 12:00:00,2025-01-02 02:24:28,2025-03-10 01:46:36,2025-04-21,Cerrado
24IM122393          ,860005050                     ,MEXICHEM COLOMBIA S A S,2024-12-09 12:00:00.000,M,DAYANA PEÑA         ,DIANA MARCELA RAMOS,2025-01-14,,2025-01-22 00:00:00,2025-01-08 12:00:00,1900-01-01 12:00:00,2025-01-22 11:08:19,2025-05-06 06:55:12,2025-05-07,Cerrado
24IM122388          ,900311811                     ,LYD PROYECTOS SAS,2024-12-09 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2025-01-03,,1900-01-02 12:00:00,2024-12-27 12:00:00,1900-01-01 12:00:00,2025-05-16 03:31:57,1900-01-01 12:00:00,,Pendiente Autorizacion para Cierre
24IM122392          ,830041488                     ,ALFA TRADING S.A.S.,2024-12-09 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2025-01-07,,2025-02-01 00:00:00,2025-01-27 12:00:00,1900-01-01 12:00:00,2025-01-30 05:30:00,2025-05-30 10:28:12,,Aprobado para Cierre
24IM122384          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-09 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-17,,2024-12-21 00:00:00,2024-12-14 12:00:00,2025-04-24 10:17:24,2024-12-27 05:22:24,2025-04-24 10:17:24,2025-04-25,Cerrado
24IM122384          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-12-09 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-17,,2024-12-21 00:00:00,2024-12-14 12:00:00,2025-04-24 10:17:24,2024-12-27 05:22:24,2025-04-24 10:17:24,2025-04-25,Cerrado
24IA122387          ,901255772                     ,MEDSYSTEM CO S.A.S,2024-12-09 12:00:00.000,A,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2024-12-11,,1900-01-02 12:00:00,2024-12-21 12:00:00,2024-12-26 09:44:34,2024-12-27 12:30:12,2025-03-26 05:48:00,2025-03-11,Cerrado
24IM122382          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2024-12-09 12:00:00.000,M,DAYANA PEÑA         ,MAIRA LORA,2024-12-17,,2024-12-21 00:00:00,2024-12-14 12:00:00,2024-12-18 03:23:41,2024-12-27 02:46:09,2025-04-24 10:19:05,2025-04-25,Cerrado
24IM122391          ,800016659                     ,MAXTEN SAS,2024-12-09 12:00:00.000,M,KAREN PINZON        ,JOHANA PAOLA ROMERO PEÑA,2025-01-07,,2025-02-12 00:00:00,2024-12-31 12:00:00,2025-02-07 04:03:38,2025-02-11 12:16:14,2025-03-10 01:56:26,2025-04-21,Cerrado
24IM122390          ,900340642                     ,PRODUCTOS DE ASEO 1A LTDA,2024-12-09 12:00:00.000,M,JOHANA DUSAN        ,RUBY SALGADO,2024-12-27,,2025-02-16 00:00:00,2024-12-25 12:00:00,1900-01-01 12:00:00,2025-02-07 10:03:42,2025-03-12 11:47:44,2025-04-24,Cerrado
24IA122383          ,901255772                     ,MEDSYSTEM CO S.A.S,2024-12-09 12:00:00.000,A,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2024-12-11,,1900-01-02 12:00:00,2024-12-21 12:00:00,2024-12-26 09:09:14,2024-12-27 11:47:07,2025-03-26 05:43:48,2025-03-10,Cerrado
24IA122385          ,901255772                     ,MEDSYSTEM CO S.A.S,2024-12-09 12:00:00.000,A,KAREN CASTRO        ,LAURA CAMILA PARRA MEDINA,2024-12-11,,1900-01-02 12:00:00,2024-12-19 12:00:00,2024-12-26 08:44:44,2024-12-27 10:29:49,2025-03-26 05:46:32,2025-03-10,Cerrado
24OM122380          ,444444222                     ,ASA GLOBAL LOGISTIC S.A.C.,2024-12-09 12:00:00.000,M,KAREN CASTRO        ,KARLA PATINO,2024-12-13,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-01-30 06:47:49,2025-01-13 04:34:44,2025-01-30 06:47:49,2025-01-31,Cerrado
24IM122381          ,900791017                     ,RODANCOR LLANTAS S.A.S.,2024-12-09 12:00:00.000,M,KAREN CASTRO        ,JESSICA CUBILLOS,2025-01-14,,2025-02-01 00:00:00,2024-12-13 12:00:00,2025-01-08 08:15:01,2025-01-16 12:24:22,2025-04-04 05:56:46,2025-04-21,Cerrado
24IA122379          ,811036819                     ,NAVIERA CENTRAL SA,2024-12-09 12:00:00.000,A,DAYANA PEÑA         ,MAIRA LORA,2024-12-31,,1900-01-02 12:00:00,2024-12-27 12:00:00,2024-12-30 09:39:21,2025-01-03 11:24:38,2025-03-27 04:41:14,2025-03-10,Cerrado
24IA122401          ,811036819                     ,NAVIERA CENTRAL SA,2024-12-10 01:05:50.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-12-12,,1900-01-02 12:00:00,2024-12-14 12:00:00,2024-12-13 07:48:53,2024-12-13 02:21:53,2025-05-06 11:39:13,2025-05-07,Cerrado
24OM122402          ,806004030                     ,POLYOLEFINAS DEL MAR POLYMAR SAS,2024-12-10 01:47:26.000,M,ALEXANDER CARO      ,No especificado,2024-12-26,,1900-01-02 12:00:00,2024-12-24 12:00:00,2025-01-07 04:19:14,2024-12-27 04:05:26,2025-01-07 04:19:14,2025-01-31,Cerrado
24OM122402          ,806004030                     ,POLYOLEFINAS DEL MAR POLYMAR SAS,2024-12-10 01:47:26.000,M,ALEXANDER CARO      ,MAIRA LORA,2024-12-26,,1900-01-02 12:00:00,2024-12-24 12:00:00,2025-01-07 04:19:14,2024-12-27 04:05:26,2025-01-07 04:19:14,2025-01-31,Cerrado
24IT122403          ,830054002                     ,NACIONAL DE ELECTRICOS H. H. LTDA.,2024-12-10 02:30:36.000,T,LEIDY CAMPOS        ,RUBY SALGADO,2024-12-13,,1900-01-02 12:00:00,2024-12-12 12:00:00,2024-12-13 11:31:08,2024-12-17 03:22:18,2024-12-19 11:42:01,2025-01-31,Cerrado
24IA122398          ,806003144                     ,TODOMAR CHL SAS,2024-12-10 10:41:42.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-12-11,,1900-01-02 12:00:00,2024-12-12 12:00:00,2024-12-11 11:35:02,2024-12-12 11:33:24,2024-12-23 07:16:02,2025-01-31,Cerrado
24IA122398          ,806003144                     ,TODOMAR CHL SAS,2024-12-10 10:41:42.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-12-11,,1900-01-02 12:00:00,2024-12-12 12:00:00,2024-12-11 11:35:02,2024-12-12 11:33:24,2024-12-23 07:16:02,2025-01-31,Cerrado
24IM122400          ,901453891                     ,UNOX COLOMBIA S.A.S.,2024-12-10 12:00:00.000,M,SHANE HUERTAS       ,ULS BOGOTA,2025-01-10,,2025-01-16 00:00:00,2024-12-24 12:00:00,2025-01-24 07:21:20,2025-02-20 12:56:13,2025-03-11 05:23:38,2025-04-21,Cerrado
